id,sender_surname,sender_forename,recipient_surname,recipient_forename,sorting_date,date,sender_address,recipient_address,source,languages, extent, filename,classification,direction,xml_earliest,xml_latest,date_structure,exact_order_needs_review,xml_path,xml_sha256
DCP-LETT-326,Darwin,C. R.,Caius College,,1836-12-19,[19 Dec 1836 – 6 Mar 1837],Cambridge,,American Philosophical Society (Mss.B.D25.7),,,DCP-LETT-326.xml,ambiguous_period,from_darwin,1836-12-19,1837-03-06,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-326.xml,d5913b4b3ad7a7bb5ecf4e6e57ef63df14bf2c77e9c4e9905d6bb5856015abc2
DCP-LETT-339,Darwin,C. R.,Herbert,J. M.,1837-01-01,[1 Jan 1837],"London, Fitzwilliam St, 3",,"Natural History Museum, Library and Archives (General Special Collections DC AL 1/1)",,,DCP-LETT-339.xml,safe_within_period,from_darwin,1837-01-01,1837-01-01,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-339.xml,27315817c3336e532469ede484ff326f510e197fb59b744dd2c806de991ca25e
DCP-LETT-340,Mostyn Owen,Fanny,Darwin,C. R.,1837-01-14,14 Jan 1837,Chirk Castle,,DAR 204: 57,,,DCP-LETT-340.xml,safe_within_period,to_darwin,1837-01-14,1837-01-14,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-340.xml,1e423379e7edd479d840b005eb9f3f790897f974f44d22b476e14ba52b8e98b2
DCP-LETT-341,Darwin,Catherine,Darwin,C. R.,1837-01-15,15 [Jan 1837],Shrewsbury,,DAR 204: 142,,,DCP-LETT-341.xml,safe_within_period,to_darwin,1837-01-15,1837-01-15,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-341.xml,dc443a4401db3e7786e32ce340ff162854492ba13d603c5190146ac71f227b72
DCP-LETT-342,Darwin,C. R.,Unidentified,,1837-01-19,[19 Jan 1837],Cambridge,,DAR 204: 142v,,,DCP-LETT-342.xml,safe_within_period,from_darwin,1837-01-19,1837-01-19,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-342.xml,a0b2c500b584b3d4391c43f2e709aaed0b2f9d296855b9865b4d9db05d7e1866
DCP-LETT-343,Lyell,Charles,Darwin,C. R.,1837-02-13,13 Feb 1837,unstated,,The University of Edinburgh Centre for Research Collections (Lyell Collection Coll-203/B9),,,DCP-LETT-343.xml,safe_within_period,to_darwin,1837-02-13,1837-02-13,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-343.xml,6902bb88ba8f49b13c54ba3e612fe8ec815ca3860621571d707eec9a1bf8f78e
DCP-LETT-344,Darwin,Catherine,Darwin,C. R.,1837-02-16,[16 Feb 1837],Shrewsbury,,DAR 204: 143,,,DCP-LETT-344.xml,safe_within_period,to_darwin,1837-02-16,1837-02-16,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-344.xml,a86de7490cf9ffdb2b19e504be36841cb3d05db4c34230f4ef1392c8f90fe668
DCP-LETT-345,Darwin,Caroline,Darwin,C. R.,1837-02-21,[21 Feb 1837],Shrewsbury,,DAR 204: 141,,,DCP-LETT-345.xml,safe_within_period,to_darwin,1837-02-21,1837-02-21,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-345.xml,57e21fe04bfde7f39011bba69e6123ab7cfde12cb4d8ce5b27b3876998294ef0
DCP-LETT-346,Darwin,C. R.,Darwin,Caroline,1837-02-27,27 Feb 1837,Cambridge,,DAR 154: 51,,,DCP-LETT-346.xml,safe_within_period,from_darwin,1837-02-27,1837-02-27,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-346.xml,344be26cab41023bdbce48df8a6137f2275d9b337bf9bcbbea2393a4a5002227
DCP-LETT-347,Darwin,C. R.,Whewell,William,1837-03-10,[10 Mar 1837],"London, Gt Marlborough St, 43",,"Trinity College Library, Cambridge (Add c 88: 2)",,,DCP-LETT-347.xml,safe_within_period,from_darwin,1837-03-10,1837-03-10,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-347.xml,2a386a9e3ac098f1741d943d82117a5a51018ee055e93751d47390a65fdf2df9
DCP-LETT-348,Darwin,C. R.,Fox,W. D.,1837-03-12,[12 Mar 1837],"London, Gt Marlborough St, 43",,"Christ’s College Library, Cambridge (MS 53 Fox 51)",,,DCP-LETT-348.xml,safe_within_period,from_darwin,1837-03-12,1837-03-12,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-348.xml,838039ec4ff9513abecd94ea5cbbf773b0eb14af12ce1cfcd26c8b5187a06781
DCP-LETT-349,Darwin,C. R.,Babbage,Charles,1837-03-14,[14 Mar 1837 – 31 Dec 1838],"London, Gt Marlborough St, 36",,The British Library (Add MS 37190: 326),,,DCP-LETT-349.xml,safe_within_period,from_darwin,1837-03-14,1838-12-31,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-349.xml,1647e9eddff30bd3c56172bbdef6bb5f6fc6bda10662b648c64fa85ef59dd9da
DCP-LETT-350,Horner,Susan,Darwin,C. R.,1837-03-17,[17 Mar 1837 – 28 Dec 1838],"London, Bedford Place, 2",,DAR 94: 1a,,,DCP-LETT-350.xml,safe_within_period,to_darwin,1837-03-17,1838-12-28,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-350.xml,447dee4c5f3719e2a2d6936c76341b753dc7a123068e14e467e6048376e1bbdd
DCP-LETT-352,Darwin,C. R.,Geological Society of London,,1837-03-27,27 Mar 1837,"London, Gt Marlborough St, 36",,Geological Society of London (GSL/COM/P/4/2/216),,,DCP-LETT-352.xml,safe_within_period,from_darwin,1837-03-27,1837-03-27,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-352.xml,0343f1a19abf4ae64c6eace85ca98e2c16458d75eca3f4fb647eea6b088e5fef
DCP-LETT-353,Darwin,C. R.,Henslow,J. S.,1837-03-28,28 Mar [1837],"London, Gt Marlborough St, 36",,"Royal Botanic Gardens, Kew (Henslow letters: 34 DAR/1/1/34)",,,DCP-LETT-353.xml,safe_within_period,from_darwin,1837-03-28,1837-03-28,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-353.xml,3c388f8afe8689bf4855b39060d0df495ca6c2ffd011610c82b031d472c3bb91
DCP-LETT-354,Darwin,C. R.,Jenyns,Leonard,1837-04-10,10 Apr [1837],"London, Gt Marlborough St, 36",,Bath Royal Literary and Scientific Institution,,,DCP-LETT-354.xml,safe_within_period,from_darwin,1837-04-10,1837-04-10,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-354.xml,f34589b4e5731691648cbf561d1bff5adf1f49c105e5b3f89fd4a93f1731a856
DCP-LETT-383A,Darwin,C. R.,Lonsdale,William,1837-05-01,[May? 1837],"London, Gt Marlborough St, 36",,Geological Society of London (GSL/L/R/3/169),,,DCP-LETT-383A.xml,safe_within_period,from_darwin,1837-05-01,1837-05-31,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-383A.xml,a52ccc65c36073155463a53729b763816fd1bba838ef07c9d185f0060b8f97b5
DCP-LETT-355,Darwin,C. R.,Henslow,J. S.,1837-05-18,18 [May 1837],"London, Gt Marlborough St, 36",,"Royal Botanic Gardens, Kew (Henslow letters: 35 DAR/1/1/35)",,,DCP-LETT-355.xml,safe_within_period,from_darwin,1837-05-18,1837-05-18,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-355.xml,32223715d12b630766a717af8530af0834076cfcff28b9f63f5fe917a7c018fb
DCP-LETT-360,Darwin,C. R.,Darwin,Caroline,1837-05-19,[19 May – 16 June 1837],"London, Gt Marlborough St, 36",,DAR 154: 52,,,DCP-LETT-360.xml,safe_within_period,from_darwin,1837-05-19,1837-06-16,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-360.xml,8ad0e98f195455d4d427415aa57fdd5497e79f0686d642ab5140262d26ab2ae8
DCP-LETT-356,Darwin,C. R.,Henslow,J. S.,1837-05-28,[28 May 1837],"London, Gt Marlborough St, 36",,"Royal Botanic Gardens, Kew (Henslow letters: 36 DAR/1/1/36)",,,DCP-LETT-356.xml,safe_within_period,from_darwin,1837-05-28,1837-05-28,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-356.xml,60b6ffb1edf73a0f0452941572d59b6a72fda9c91de498113581a69dbf0b8257
DCP-LETT-356F,Darwin,C. R.,Stokes,J. L.,1837-05-31,[after 31 May 1837],unstated,,"Stokes 1846, 1: 331; Stokes, J. L. 1846 1: 331",,,DCP-LETT-356F.xml,ambiguous_period,from_darwin,1837-06-01,1882-12-31,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-356F.xml,4eefa70ca13a748ab49b8da42b3bd8c8df7382625f115652bc1a8a3494acc31a
DCP-LETT-358,Darwin,C. R.,Babbage,Charles,1837-06-01,[June – Sept 1837],"London, Gt Marlborough St, 36",,The British Library (Add MS 37190: 322),,,DCP-LETT-358.xml,safe_within_period,from_darwin,1837-06-01,1837-09-30,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-358.xml,c408977584d1bd4bee3fd9de38fabbfbd72afd5882ccc6627047791b423648f4
DCP-LETT-359,Darwin,C. R.,Buckland,William,1837-06-15,[15 June 1837],"London, Gt Marlborough St, 36",,American Philosophical Society (Mss.B.D25.),,,DCP-LETT-359.xml,safe_within_period,from_darwin,1837-06-15,1837-06-15,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-359.xml,0c66dcd5f1a7bd91e86e90bf34075f7b5c71ad9b4a71a86618daeb4a52b49e7e
DCP-LETT-360A,Darwin,C. R.,Beaufort,Francis,1837-06-16,16 June 1837,"London, Gt Marlborough St, 36",,The National Archives (TNA) (T1/4524 paper 25824),,,DCP-LETT-360A.xml,safe_within_period,from_darwin,1837-06-16,1837-06-16,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-360A.xml,44f794e09f4ce30d4f3b74ea4e9b15291527c1cf666a18d699dcac8a01c61124
DCP-LETT-361,Darwin,C. R.,Whewell,William,1837-06-18,18 June [1837],"London, Gt Marlborough St, 36",,"Trinity College Library, Cambridge (Add c 88: 3)",,,DCP-LETT-361.xml,safe_within_period,from_darwin,1837-06-18,1837-06-18,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-361.xml,d19fdb639d638e4db9b34bd3ab63bea95d58a16fa282bb64ea4209af1c615b77
DCP-LETT-361A,Darwin,C. R.,Henslow,J. S.,1837-06-20,[20 June 1837],"London, Gt Marlborough St, 36",,The National Archives (TNA) (T1/4524 paper 25824),,,DCP-LETT-361A.xml,safe_within_period,from_darwin,1837-06-20,1837-06-20,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-361A.xml,ce446442485e9bcd3941714103992ef6d193b7ecc5bde27984d3393967e27ff6
DCP-LETT-362,Darwin,C. R.,Hope,F. W.,1837-06-21,[21 June 1837],"London, Gt Marlborough St, 36",,Oxford University Museum of Natural History (Hope Entomological collections),,,DCP-LETT-362.xml,safe_within_period,from_darwin,1837-06-21,1837-06-21,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-362.xml,f2f28a169dbe7c3b06023fded4c1edbed37d18049d28f631f0a9059a5481de9b
DCP-LETT-363,Babington,C. C.,Darwin,C. R.,1837-07-01,1 July 1837,"St John’s College, Cambridge",,DAR 29.1: C3,,,DCP-LETT-363.xml,safe_within_period,to_darwin,1837-07-01,1837-07-01,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-363.xml,fa1f424a628ae6cfdb4113c519f2eff348479a6ce4914bdaccbae63b370404c4
DCP-LETT-364,Darwin,C. R.,Fox,W. D.,1837-07-07,7 July [1837],"London, Gt Marlborough St, 36",,"Christ’s College Library, Cambridge (MS 53 Fox 52)",,,DCP-LETT-364.xml,safe_within_period,from_darwin,1837-07-07,1837-07-07,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-364.xml,e966cf2e3b3b325e3b1d95023cbe64770591af2e1eb23f80740789c41e58a850
DCP-LETT-366,Darwin,C. R.,Henslow,J. S.,1837-07-12,[12 or 13 July 1837],"London, Gt Marlborough St, 36",,"Royal Botanic Gardens, Kew (Henslow letters: 37 DAR/1/1/37)",,,DCP-LETT-366.xml,safe_within_period,from_darwin,1837-07-12,1837-07-13,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-366.xml,477d254aa0504bc9428870e8496af1af250c6d4bab55d15a0c5e29c98084831d
DCP-LETT-366F,Darwin,C. R.,Richardson,John,1837-07-24,[24 July 1837],"London, Gt Marlborough St, 36",,Scott Polar Research Institute (MS 1503/16/1),,,DCP-LETT-366F.xml,safe_within_period,from_darwin,1837-07-24,1837-07-24,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-366F.xml,bda49df46461d6c130d9a00a6e589d3dbe1077e7fbd74a1bdffcd4387b0e716c
DCP-LETT-367,Darwin,C. R.,Lyell,Charles,1837-07-30,30 July 1837,"London, Gt Marlborough St, 36",,The University of Edinburgh Centre for Research Collections (Lyell Collection Coll-203/A1/69: 140–2),,,DCP-LETT-367.xml,safe_within_period,from_darwin,1837-07-30,1837-07-30,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-367.xml,6c178dc5797b51b47db48af24e803371f76d797c0c3ec29d7b160d18ccaef1af
DCP-LETT-368,Darwin,C. R.,Henslow,J. S.,1837-08-01,[1 Aug 1837],"London, Gt Marlborough St, 36",,"Royal Botanic Gardens, Kew (Henslow letters: 38 DAR/1/1/38)",,,DCP-LETT-368.xml,safe_within_period,from_darwin,1837-08-01,1837-08-01,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-368.xml,4cd1e66d4efdbe72013f493ba34e0be5223b1ccc30060ec71225e0e164818c53
DCP-LETT-369,Darwin,C. R.,Shoberl,William,1837-08-02,2 Aug [1837],"London, Gt Marlborough St, 36",,American Philosophical Society (Mss.B.D25.),,,DCP-LETT-369.xml,safe_within_period,from_darwin,1837-08-02,1837-08-02,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-369.xml,f8f7aab0c89adcf0d9fb8aaf9a24f61ee18066d24986dc20b4259b5b7be4fa50
DCP-LETT-370,Darwin,C. R.,Lonsdale,William,1837-08-03,3 Aug [1837],"London, Gt Marlborough St, 36",,Geological Society of London (GSL/L/R/3/123),,,DCP-LETT-370.xml,safe_within_period,from_darwin,1837-08-03,1837-08-03,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-370.xml,616f2b660e6e1e5850b4f3c9f6c83f20abe9fc15b53e9804ec5666979a38462c
DCP-LETT-370A,Darwin,C. R.,Spring Rice,Thomas,1837-08-03,3 Aug 1837,"London, Gt Marlborough St, 36",,The National Archives (TNA) (T1/4524 paper 25824),,,DCP-LETT-370A.xml,safe_within_period,from_darwin,1837-08-03,1837-08-03,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-370A.xml,6b6422fdbdb1d7af7f4b8960d511b4ce06f78c4e3abdcde73061650490a9b3a2
DCP-LETT-371,Owen,Richard,Darwin,C. R.,1837-08-07,[7 Aug 1837],unstated,,Birds 144; Birds: 144,,,DCP-LETT-371.xml,safe_within_period,to_darwin,1837-08-07,1837-08-07,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-371.xml,db5770498defb70d9be52b4c3d39ace20aa2326b22bf00fc40be99cee019f41e
DCP-LETT-372,Darwin,C. R.,Lloyd,A. S.,1837-08-09,[9 Aug 1837],"London, Gt Marlborough St, 36",,Library of Congress (Rare book and special collection division),,,DCP-LETT-372.xml,safe_within_period,from_darwin,1837-08-09,1837-08-09,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-372.xml,7250d9995e89f9b547e106538b9038b531e49ca1f8541753a17c4973c1066fc0
DCP-LETT-370F,Darwin,C. R.,Richardson,John,1837-08-11,[11 Aug 1837],"London, Gt Marlborough St, 36",,Scott Polar Research Institute (MS 1503/16/2),,,DCP-LETT-370F.xml,safe_within_period,from_darwin,1837-08-11,1837-08-11,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-370F.xml,26ec07304f9f1db40c96fc8d8b41c6e8085a38509fb1cd74bdfc222664324b64
DCP-LETT-373,Darwin,C. R.,Henslow,J. S.,1837-08-16,16 Aug [1837],"London, Gt Marlborough St, 36",,"Royal Botanic Gardens, Kew (Henslow letters: 39 DAR/1/1/39)",,,DCP-LETT-373.xml,safe_within_period,from_darwin,1837-08-16,1837-08-16,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-373.xml,357a97adbc251c719063f7c0e4514371abce748d5964e9de13321dd2b5da434a
DCP-LETT-373A,"Secretary of the Post Office
   ",,Darwin,C. R.,1837-08-25,25 Aug 1837,,,The National Archives (TNA) (T1/4524 paper 25824),,,DCP-LETT-373A.xml,safe_within_period,to_darwin,1837-08-25,1837-08-25,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-373A.xml,97d08807e6d0c6c7788775e00ac3c43f3f6393e37579da82054d74525fc6a59f
DCP-LETT-374,Darwin,C. R.,Fox,W. D.,1837-08-28,28 Aug [1837],"London, Gt Marlborough St, 36",,"University of British Columbia Library, Rare Books and Special Collections (Pearce/Darwin Fox collection RBSC-ARC-1721-1-76)",,,DCP-LETT-374.xml,safe_within_period,from_darwin,1837-08-28,1837-08-28,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-374.xml,dad0f829e057cbaf7ac1c2a609913fbb32a2b6708c7c990ea5d554625e1afc14
DCP-LETT-375,Darwin,C. R.,Wedgwood,Elizabeth,1837-08-28,[28 Aug 1837],"London, Gt Marlborough St, 36",,V&A / Wedgwood Collection (MS W/M 228),,,DCP-LETT-375.xml,safe_within_period,from_darwin,1837-08-28,1837-08-28,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-375.xml,b248a2a34ce38fa1583137f47804b832696f39a7437c4b446b8cf371cf248fec
DCP-LETT-376,Lyell,Charles,Darwin,C. R.,1837-08-29,29 Aug and 5 Sept 1837,unstated,,"K. M. Lyell ed. 1881 2: 20–3; Lyell, K. M., ed. 1881 2: 20–3",,,DCP-LETT-376.xml,safe_within_period,to_darwin,1837-08-29,1837-09-05,multiple_recorded_dates,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-376.xml,93a55ea87208d748e50a7e6415046226161dcb195de8146702312ca2d0cce95b
DCP-LETT-377,"Secretary of the Post Office
   ",,Darwin,C. R.,1837-08-31,31 Aug 1837,Treasury Chambers,,"Fossil Mammalia, pp. ii–iii; Fossil Mammalia: ii",,,DCP-LETT-377.xml,safe_within_period,to_darwin,1837-08-31,1837-08-31,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-377.xml,6d7bfbc9b3dc0e1ba99fc0960862ff826076b24de6306675daf04cf1539ee877
DCP-LETT-377A,"Smith, Elder & Co",,Darwin,C. R.,1837-09-12,12 Sept 1837,"London, Cornhill, 65",,The National Archives (TNA) (T1/4524 paper 25824),,,DCP-LETT-377A.xml,safe_within_period,to_darwin,1837-09-12,1837-09-12,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-377A.xml,37735c9e12a42c96e45ff6206f2e06a44b40399316d3a4e1dc3051e6f60099ea
DCP-LETT-378,Darwin,C. R.,Henslow,J. S.,1837-09-20,[20 Sept 1837],"London, Gt Marlborough St, 36",,"Royal Botanic Gardens, Kew (Henslow letters: 40 DAR/1/1/40)",,,DCP-LETT-378.xml,safe_within_period,from_darwin,1837-09-20,1837-09-20,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-378.xml,6cb4fa5f64fd89545a6d78219616f2661511d928f406a81f2619dfdca532198b
DCP-LETT-378A,Darwin,C. R.,Spearman,A. Y.,1837-09-20,20 Sept 1837,"London, Gt Marlborough St, 36",,The National Archives (TNA) (T1/4524 paper 25824),,,DCP-LETT-378A.xml,safe_within_period,from_darwin,1837-09-20,1837-09-20,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-378A.xml,e54daac57cdd832f52796561247f482a55494bde012f7cb6963ae0f3a813f9fb
DCP-LETT-380,Darwin,C. R.,Shoberl,William,1837-09-22,[22 or 23] Sept 1837,"London, Gt Marlborough St, 36",,American Philosophical Society (Mss.B.D25.8),,,DCP-LETT-380.xml,safe_within_period,from_darwin,1837-09-22,1837-09-23,alternative_dates,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-380.xml,426a756a9ac484de8934f1e8b291ae432e928d527bd500cc9aa3ef209252fd34
DCP-LETT-381,Darwin,C. R.,Henslow,J. S.,1837-09-23,[23 Sept 1837],"London, Gt Marlborough St, 36",,"Royal Botanic Gardens, Kew (Henslow letters: 41 DAR/1/1/41)",,,DCP-LETT-381.xml,safe_within_period,from_darwin,1837-09-23,1837-09-23,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-381.xml,34c3e9fd70fe0e8b2a47cbc66a761d920ac5d21b8cd2c8ed77018b387495da20
DCP-LETT-381A,Baring,F. T.,Darwin,C. R.,1837-10-11,11 Oct 1837,,,The National Archives (TNA) (Treasury out–letter book T 27/137 p. 322),,,DCP-LETT-381A.xml,safe_within_period,to_darwin,1837-10-11,1837-10-11,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-381A.xml,97352b2e9017d45d8ed5259ed4824b18934895ce0f1bc914f4e426a0823c3ee8
DCP-LETT-382,Darwin,C. R.,Henslow,J. S.,1837-10-14,14 Oct [1837],Shrewsbury,,"Royal Botanic Gardens, Kew (Henslow letters: 42 DAR/1/1/42)",,,DCP-LETT-382.xml,safe_within_period,from_darwin,1837-10-14,1837-10-14,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-382.xml,f43db88457697f9c3259cd31756325cd47d8782bde3a3ef9b59a889a1bc11303
DCP-LETT-383,Darwin,C. R.,Geological Society of London,,1837-10-20,20 Oct 1837,Maer,,Geological Society of London (GSL/COM/P/4/2/65),,,DCP-LETT-383.xml,safe_within_period,from_darwin,1837-10-20,1837-10-20,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-383.xml,3695bcf53c03ce59ea53eb7e73320c4b78ed645843d79b2d56c8b4562e6d5723
DCP-LETT-383F,Darwin,C. R.,Colburn,Henry,1837-10-23,[23 Oct 1837],London,,Peter Harrington (dealer) (September 2020),,,DCP-LETT-383F.xml,safe_within_period,from_darwin,1837-10-23,1837-10-23,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-383F.xml,bd31075b367067b225fea94c852be1519640fefbefc0fdc886c91f34049b998b
DCP-LETT-384,Darwin,C. R.,Henslow,J. S.,1837-11-04,[4 Nov 1837],"London, Gt Marlborough St, 36",,"Royal Botanic Gardens, Kew (Henslow letters: 43 DAR/1/1/43)",,,DCP-LETT-384.xml,safe_within_period,from_darwin,1837-11-04,1837-11-04,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-384.xml,59f3c46ea28f07ee4b79dfa0553528a709798be298b5fffe723fc2b219bb6bc8
DCP-LETT-338,Henslow,J. S.,Darwin,C. R.,1837-11-05,[5 Nov 1837 – Mar 1838],unstated,,DAR 39: 88a,,,DCP-LETT-338.xml,safe_within_period,to_darwin,1837-11-05,1838-03-31,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-338.xml,d5039b888444d8e88821242d425b8027e6d8c50afdba2f48ddad2c1014ca2d75
DCP-LETT-385,Wedgwood,Elizabeth,Darwin,C. R.,1837-11-10,10 Nov [1837],Maer,,DAR 204: 189,,,DCP-LETT-385.xml,safe_within_period,to_darwin,1837-11-10,1837-11-10,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-385.xml,6dac1966c90f6a52d1fe34caf06fd9242731820b37acbf9c39e6cfe31bfb8398
DCP-LETT-386,FitzRoy,Robert,Darwin,C. R.,1837-11-15,15 Nov 1837,"London, Chester St, 31",,DAR 164: 132,,,DCP-LETT-386.xml,safe_within_period,to_darwin,1837-11-15,1837-11-15,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-386.xml,7d11b8dc8b8adccfe8bb328761259aab5fe4c3de7da86da8f88db9607fbb41db
