id,sender_surname,sender_forename,recipient_surname,recipient_forename,sorting_date,date,sender_address,recipient_address,source,languages, extent, filename,classification,direction,xml_earliest,xml_latest,date_structure,exact_order_needs_review,xml_path,xml_sha256
DCP-LETT-430,Darwin,C. R.,Herschel,J. F. W.,1838-11-02,2 [Nov 1838],"London, Gt Marlborough St, 36",,The Royal Society (HS6: 10),,,DCP-LETT-430.xml,safe_within_period,from_darwin,1838-11-02,1838-11-02,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-430.xml,60341f95a9e29271083fb1e21996118cfa3cf90a2684aa93c0afaee9db32538a
DCP-LETT-429A,Darwin,C. R.,Henslow,J. S.,1838-11-03,3 Nov 1838,,,Smithsonian Libraries and Archives (Dibner Library of the History of Science and Technology MSS 2031 A. Gift of H. W. Lende Jr),,,DCP-LETT-429A.xml,safe_within_period,from_darwin,1838-11-03,1838-11-03,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-429A.xml,2f729c72d4209c83d2f007e5d1b66ea37c1dcd49b076abcb33b33312ad6a130a
DCP-LETT-431,Darwin,Caroline,Darwin,C. R.,1838-11-11,[11 Nov 1838],unstated,,DAR 204: 173,,,DCP-LETT-431.xml,safe_within_period,to_darwin,1838-11-11,1838-11-11,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-431.xml,de3efcfe1f5a1664619d7a319b331cde938045808634402ec37a77ffad27d8f3
DCP-LETT-432,Darwin,C. R.,Lyell,Charles,1838-11-12,[12 Nov 1838],Shrewsbury,,American Philosophical Society (Mss.B.D25.12),,,DCP-LETT-432.xml,safe_within_period,from_darwin,1838-11-12,1838-11-12,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-432.xml,11438722c66c3da44c9d95579a37b8e8db9c7cd092e96c31834379d27f17f40d
DCP-LETT-435,Darwin,E. A.,Darwin,C. R.,1838-11-14,[14 Nov 1838],unstated,,DAR 204: 164,,,DCP-LETT-435.xml,safe_within_period,to_darwin,1838-11-14,1838-11-14,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-435.xml,5e9004c571bf7d5ccdd39a2a05b9852543d7c6f45310bd6ef5ddc36fb6d9501b
DCP-LETT-436,Wedgwood,Charlotte,Darwin,C. R.,1838-11-14,14 Nov [1838],Onibury,,DAR 204: 169,,,DCP-LETT-436.xml,safe_within_period,to_darwin,1838-11-14,1838-11-14,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-436.xml,c0601834377bbd16a2856482496e26b0065df9d792ec0cedb85103cdcb7fe237
DCP-LETT-437,Darwin,C. R.,Wedgwood,Emma,1838-11-14,[14 Nov 1838],Shrewsbury,,DAR 210.8: 4,,,DCP-LETT-437.xml,safe_within_period,from_darwin,1838-11-14,1838-11-14,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-437.xml,afd62232c7c36ad3b2f5dea45533b4e5f9fa4d1a0b2e13e2e6774566890e8e52
DCP-LETT-439,Mostyn Owen,William,Darwin,C. R.,1838-11-21,21 Nov 1838,Woodhouse,,DAR 204: 171,,,DCP-LETT-439.xml,safe_within_period,to_darwin,1838-11-21,1838-11-21,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-439.xml,fb64ec8611420929da965aa23f216d5de848608ba4d45d44d3231d8b3c958c76
DCP-LETT-440,Darwin,C. R.,Wedgwood,Emma,1838-11-21,[21 Nov 1838],"London, Gt Marlborough St, 36",,DAR 210.8:5,,,DCP-LETT-440.xml,safe_within_period,from_darwin,1838-11-21,1838-11-21,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-440.xml,0d30e607e6102fc41f70ca137d14f3860df5d925741c488249e12a5e5e1d51a1
DCP-LETT-441,Wedgwood,Emma,Darwin,C. R.,1838-11-21,[21–2 Nov 1838],Maer,,DAR 204: 150,,,DCP-LETT-441.xml,safe_within_period,to_darwin,1838-11-21,1838-11-22,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-441.xml,84bfc370580a109a16630909093dd656dcaa436044a5973ff0c6e1c3bce711af
DCP-LETT-442,Jenyns,Harriet,Darwin,C. R.,1838-11-22,22 Nov [1838],Cambridge,,DAR 204: 165,,,DCP-LETT-442.xml,safe_within_period,to_darwin,1838-11-22,1838-11-22,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-442.xml,4d5471c3eb607caa202e7d2bbb213b139ee16d6bf9eb6b60fbe940fb59b1ae4c
DCP-LETT-443,Darwin,C. R.,Whitley,C. T.,1838-11-23,23 Nov [1838],Athenaeum Club,,"Shrewsbury School, Taylor Library",,,DCP-LETT-443.xml,safe_within_period,from_darwin,1838-11-23,1838-11-23,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-443.xml,d7d8e70bcc0fef94a97b789b2008a9fc1757333dbc2f8b504b2f0b66f80e6dfb
DCP-LETT-444,Wedgwood,Emma,Darwin,C. R.,1838-11-25,[25 or 26] Nov 1838,Maer,,DAR 204: 151,,,DCP-LETT-444.xml,safe_within_period,to_darwin,1838-11-25,1838-11-26,alternative_dates,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-444.xml,99952b55ca77adf59a99f9494713a11060af77faef1dd8eec76c78f766b13281
DCP-LETT-445,Darwin,C. R.,Wedgwood,Emma,1838-11-27,[27 Nov 1838],Athenaeum Club,,DAR 210.8: 6,,,DCP-LETT-445.xml,safe_within_period,from_darwin,1838-11-27,1838-11-27,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-445.xml,5398fb59fc2cacedeef4418e90d92f9b3a598abf9c5a7988f164276b28b26836
DCP-LETT-446,Mostyn Owen,S. H.,Darwin,C. R.,1838-11-27,[27 Nov 1838],unstated,,DAR 204: 63,,,DCP-LETT-446.xml,safe_within_period,to_darwin,1838-11-27,1838-11-27,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-446.xml,a6e4d597c963c96112605310c5ad6fcfb53ccf6d79ed72dcabf96b9d98df6879
DCP-LETT-447,Wedgwood,Emma,Darwin,C. R.,1838-11-30,[30 Nov 1838],Maer,,DAR 204: 152,,,DCP-LETT-447.xml,safe_within_period,to_darwin,1838-11-30,1838-11-30,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-447.xml,e6c97fde8440d9dd53e22040737c6aef119833418dcb891fcfca0957ffee995d
DCP-LETT-448,Darwin,C. R.,Wedgwood,Emma,1838-11-30,[30 Nov – 1 Dec 1838],"London, Gt Marlborough St, 36",,DAR 210.8: 7,,,DCP-LETT-448.xml,safe_within_period,from_darwin,1838-11-30,1838-11-30,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-448.xml,7460fc277e09c580e239f8ecc8e81526ce2ef4dbdebd297705dc971276ba0013
DCP-LETT-467,Yarrell,William,Darwin,C. R.,1838-12-01,[Dec 1838],unstated,,DAR 205.7: 286,,,DCP-LETT-467.xml,safe_within_period,to_darwin,1838-12-01,1838-12-31,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-467.xml,2cd8022a925e5259bee051e6c7e8ef996b015df6172967456d1f09a3e65803ea
DCP-LETT-449,Wedgwood,Emma,Darwin,C. R.,1838-12-03,[3 Dec 1838],Maer,,DAR 204: 153,,,DCP-LETT-449.xml,safe_within_period,to_darwin,1838-12-03,1838-12-03,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-449.xml,069302615dc3af6472d28f1824549ad7650bf5e904642b288429de65a1856d4a
DCP-LETT-450,Wedgwood,Charlotte,Darwin,C. R.,1838-12-04,4 Dec [1838],Shrewsbury,,DAR 204: 170,,,DCP-LETT-450.xml,safe_within_period,to_darwin,1838-12-04,1838-12-04,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-450.xml,a4080a4a252baf4a2f670e945d1027ad0263ef3949e4a864ef0f2b848e81d5fc
DCP-LETT-451,Darwin,C. R.,Gray,G. R.,1838-12-04,[4 Dec 1838],"London, Gt Marlborough St, 36",,Sotheby’s (dealers) (14 December 1976),,,DCP-LETT-451.xml,safe_within_period,from_darwin,1838-12-04,1838-12-04,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-451.xml,6c1933e52b0342b588825524abbdd4126f6ed7fa19dff061a2b9f4332bca323b
DCP-LETT-452,Bell,Thomas,Darwin,C. R.,1838-12-05,[5 Dec 1838],Hornsey,,DAR 204: 163,,,DCP-LETT-452.xml,safe_within_period,to_darwin,1838-12-05,1838-12-05,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-452.xml,b7da1ff0e453d69d83a57f81eefe91d8538f9b6e5ece7eabbf3126bd0e0fbeee
DCP-LETT-453,Darwin,C. R.,Jukes,J. B.,1838-12-06,6 Dec 1838,Geological Society,,University of Oklahoma Libraries History of Science Collections,,,DCP-LETT-453.xml,safe_within_period,from_darwin,1838-12-06,1838-12-06,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-453.xml,7aa810be250429c10409a05254e0efbaebb7d9283d2936b8c9af76f48011ff05
DCP-LETT-454,Darwin,C. R.,Gray,G. R.,1838-12-06,[6 Dec 1838],"London, Gt Marlborough St, 36",,Leiden University Libraries (BPL 885 / Darwin s.a),,,DCP-LETT-454.xml,safe_within_period,from_darwin,1838-12-06,1838-12-06,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-454.xml,216b5cf70fce7726f7c063857d0173e93041d6d9f0b6a1cc06870f269e208b3b
DCP-LETT-455,Way,Albert,Darwin,C. R.,1838-12-09,9 Dec 1838,Leamington,,DAR 204: 148,,,DCP-LETT-455.xml,safe_within_period,to_darwin,1838-12-09,1838-12-09,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-455.xml,9ffee5bbb5122dd9ae6aab898283d40ef5539d8b8c2190f6bae3995a5ab4f1d2
DCP-LETT-456,Henslow,J. S.,Darwin,C. R.,1838-12-16,16 Dec 1838,Cambridge,,DAR 204: 166,,,DCP-LETT-456.xml,safe_within_period,to_darwin,1838-12-16,1838-12-16,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-456.xml,d3a03db708e65ea55b2df9f2ff0971aa54a81d6e8b266e5ba1728bbe019fd15d
DCP-LETT-457,Yarrell,William,Darwin,C. R.,1838-12-17,[c. 17 Dec 1838],unstated,,DAR 205.7: 287,,,DCP-LETT-457.xml,safe_within_period,to_darwin,1838-12-17,1838-12-17,single_xml_day,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-457.xml,47511e983385f207f7890695d0f4ced04ddb91157bd9e28f3c9a0ab9d2bb464e
DCP-LETT-458,Darwin,C. R.,American Philosophical Society.,,1838-12-20,20 Dec 1838,Somerset House,,American Philosophical Society (Mss.B.D25.13),,,DCP-LETT-458.xml,safe_within_period,from_darwin,1838-12-20,1838-12-20,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-458.xml,98325473f6961ea8ecc4aff5536ec4747e9afede29a087cd41cfc71ac4f07391
DCP-LETT-459,Darwin,C. R.,Sedgwick,Adam,1838-12-21,21 [Dec 1838],"London, Gt Marlborough St, 36",,Cambridge University Library Add 7652 IB: 175,,,DCP-LETT-459.xml,safe_within_period,from_darwin,1838-12-21,1838-12-21,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-459.xml,f1b72c162e94f1ab82402ce6d15313414d212c6605d25a14ae1293e3964df475
DCP-LETT-460,Wedgwood,Emma,Darwin,C. R.,1838-12-23,[23 Dec 1838],Maer,,DAR 204: 154,,,DCP-LETT-460.xml,safe_within_period,to_darwin,1838-12-23,1838-12-23,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-460.xml,a7d103acb2c34d20368da29a590f57425a24ec9e826101071379acecb764b746
DCP-LETT-461,Darwin,C. R.,Jukes,J. B.,1838-12-25,25 Dec [1838],Athenaeum Club,,University of Oklahoma Libraries History of Science Collections,,,DCP-LETT-461.xml,safe_within_period,from_darwin,1838-12-25,1838-12-25,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-461.xml,4a0a35bb2bbbe7ecf31b028de3782d964f639e3f3988dd406424d215b6caa230
DCP-LETT-462,Wedgwood,Emma,Darwin,C. R.,1838-12-26,[26 Dec 1838],Maer,,DAR 204: 155,,,DCP-LETT-462.xml,safe_within_period,to_darwin,1838-12-26,1838-12-26,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-462.xml,dade36f760b8c83b040699980fd9ce2da4d72f9e856d2cac53f4f3a195320548
DCP-LETT-463,Darwin,C. R.,Wedgwood,Emma,1838-12-29,[29 Dec 1838],"London, Gt Marlborough St, 36",,DAR 210.8: 8,,,DCP-LETT-463.xml,safe_within_period,from_darwin,1838-12-29,1838-12-29,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-463.xml,20caef76d8908be4215a49be1a37b4499c7a5a89addab7f7552cea4b62b0434b
DCP-LETT-464,Wedgwood,Emma,Darwin,C. R.,1838-12-29,[29 Dec 1838],Maer,,DAR 204: 156,,,DCP-LETT-464.xml,safe_within_period,to_darwin,1838-12-29,1838-12-29,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-464.xml,59ee62676b6a58042f30ef7fafa04edcc889c9e1da5971d553856467cfb2d879
DCP-LETT-465,Wedgwood,Emma,Darwin,C. R.,1838-12-30,[30 Dec 1838],Maer,,DAR 204: 157,,,DCP-LETT-465.xml,safe_within_period,to_darwin,1838-12-30,1838-12-30,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-465.xml,9f23748f5d89258f3d4d6c746abbf269a97f4620971254da18ec26e43febbf48
DCP-LETT-466,Darwin,C. R.,Wedgwood,Emma,1838-12-31,[31 Dec 1838 –] 1 Jan 1839,"London, Upper Gower St, 12",,DAR 210.8: 9,,,DCP-LETT-466.xml,safe_within_period,from_darwin,1838-12-31,1839-01-01,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-466.xml,eab9ea64545213b937372b663a9937101a03df217d99901d5f0397d1e8e456d3
DCP-LETT-13925F,Darwin,C. R.,Unidentified,,1839-01-01,[1839–82],,,Raptis Rare Books (dealers) (June 2018 item 69022),,,DCP-LETT-13925F.xml,ambiguous_period,from_darwin,1839-01-01,1882-12-31,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-13925F.xml,bde57167502e2edeacc33589b09627ecf9990aa0b2fcd687f7d4ed240a35cd5e
DCP-LETT-397,Darwin,C. R.,Owen,Richard,1839-01-01,[1839 – Apr 1840],"London, Upper Gower St, 12",,Charles Hamilton (dealer) (13 June 1974),,,DCP-LETT-397.xml,safe_within_period,from_darwin,1839-01-01,1840-04-30,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-397.xml,2d7d65cdd3f15a6709cf1e7837ea8d9d5c59e9ed85417586dee4fc1ccecb600f
DCP-LETT-398,Darwin,C. R.,Parish,Woodbine,1839-01-01,[Jan 1839?],unstated,,"Shuttleworth 1910, p. 412 n.; Shuttleworth, N. L. K. 1910: 412 n.",,,DCP-LETT-398.xml,safe_within_period,from_darwin,1839-01-01,1839-01-31,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-398.xml,a0d8ae2af25625a77b34a0197631b7cf09231edbf4073214f52356cbc725747e
DCP-LETT-475,Waterhouse,G. R.,Darwin,C. R.,1839-01-01,[1839 – 10 Feb 1840],unstated,,DAR 205.3: 295,,,DCP-LETT-475.xml,safe_within_period,to_darwin,1839-01-01,1840-02-10,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-475.xml,127a4d37a5aa433f61d299cae3c831522a278a679fdfae9200d2e5dacf689505
DCP-LETT-476,Darwin,C. R.,Babbage,Charles,1839-01-01,[1839 – Aug 1842],"London, Upper Gower St, 12",,The British Library (Add 37191: 297),,,DCP-LETT-476.xml,safe_within_period,from_darwin,1839-01-01,1842-08-31,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-476.xml,453e02573f04a4a9bc7957d841e0eacc6824dd507136b0ba7dc5905e0b084383
DCP-LETT-476A,Darwin,C. R.,Herbert,J. M.,1839-01-01,[Jan 1839 – Sept 1842],London,,"Bonhams, New York (dealers) (11 December 2013)",,,DCP-LETT-476A.xml,safe_within_period,from_darwin,1839-01-01,1842-09-30,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-476A.xml,5d1914ecf524369a133b0200f5837d3ba2b42b9df631e941f6798bf82b7997e6
DCP-LETT-477,Darwin,C. R.,Shillinglaw,John,1839-01-01,[1839 – May 1842],"London, Upper Gower St, 12",,"Fitzwilliam Museum, Cambridge (GEN/D/DARWIN (C)/4)",,,DCP-LETT-477.xml,safe_within_period,from_darwin,1839-01-01,1842-05-31,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-477.xml,88f4df4a96f446b6456f79a64908fa11f25a178018f35e36eca69f7f0e292786
DCP-LETT-478,Darwin,C. R.,Stokes,Charles,1839-01-01,[1839 – Sept 1842],"London, Upper Gower St, 12",,Wellcome Collection,,,DCP-LETT-478.xml,safe_within_period,from_darwin,1839-01-01,1842-09-30,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-478.xml,e28cc0259e9f795ca611256a86bda7e5659d2223fddb06d7d8dc3e695ef80949
DCP-LETT-481,Darwin,C. R.,Wedgwood,Emma,1839-01-02,2 [–3 Jan 1839],Athenaeum Club,,DAR 210.8: 10,,,DCP-LETT-481.xml,safe_within_period,from_darwin,1839-01-02,1839-01-03,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-481.xml,4d092ff61c434148e8ce5458e87cb426ba350d7617c441889b13804b148563c0
DCP-LETT-482,Wedgwood,Emma,Darwin,C. R.,1839-01-03,[3 Jan 1839],Maer,,DAR 204: 158,,,DCP-LETT-482.xml,safe_within_period,to_darwin,1839-01-03,1839-01-03,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-482.xml,8dea36214e3570e6c404b356af5ecccb4d7341bb94d367c5283896e93ea2f8e8
DCP-LETT-483,Darwin,C. R.,Whewell,William,1839-01-04,4 [Jan 1839],"London, Upper Gower St, 12",,"Trinity College Library, Cambridge (Add c 88: 5)",,,DCP-LETT-483.xml,safe_within_period,from_darwin,1839-01-04,1839-01-04,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-483.xml,db0ac8679116d606a2c8dfc134eb37602cb3e4f19bb478cb3e4b8d084ee7364f
DCP-LETT-484,Darwin,C. R.,Wedgwood,Emma,1839-01-06,[6–7 Jan 1839],"London, Upper Gower St, 12",,DAR 210.8: 11,,,DCP-LETT-484.xml,safe_within_period,from_darwin,1839-01-06,1839-01-07,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-484.xml,514ee4ef0d2ef21182006cd3ed85d7cd8b4a821453eb230d654147ea19424885
DCP-LETT-485,Wedgwood,Emma,Darwin,C. R.,1839-01-07,[7 Jan 1839],Maer,,DAR 204: 159,,,DCP-LETT-485.xml,safe_within_period,to_darwin,1839-01-07,1839-01-07,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-485.xml,287d951a7987803f54b3aa5370b6d0c6e375c5165e8208dc09caff6362c60da0
DCP-LETT-480,Darwin,C. R.,Lyell,Charles,1839-01-09,[c. 9 Jan 1839],"London, Upper Gower St, 12",,American Philosophical Society (Mss.B.D25.15),,,DCP-LETT-480.xml,safe_within_period,from_darwin,1839-01-09,1839-01-09,single_xml_day,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-480.xml,d53e4c87e689721bb96ac3a89264f26985603dc2bafd161bd1fd333003e62f64
DCP-LETT-486,Wedgwood,Emma,Darwin,C. R.,1839-01-09,[9 Jan 1839],Maer,,DAR 204: 160,,,DCP-LETT-486.xml,safe_within_period,to_darwin,1839-01-09,1839-01-09,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-486.xml,db52f4529656e7f2c9f87d88a48634fde227551c95990a57f8b8825b89b84b7c
DCP-LETT-487,Herbert,J. M.,Darwin,C. R.,1839-01-13,13 Jan [1839],Nutford,,DAR 204: 168,,,DCP-LETT-487.xml,safe_within_period,to_darwin,1839-01-13,1839-01-13,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-487.xml,c26f18bc2b96709156ad73ba360febac78e71374d9a80398680ffd8dd8efeea8
DCP-LETT-488,Darwin,C. R.,Broderip,W. J.,1839-01-19,19 Jan [1839],"London, Upper Gower St, 12",,"Houghton Library, Harvard University (Autograph File, D)",,,DCP-LETT-488.xml,safe_within_period,from_darwin,1839-01-19,1839-01-19,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-488.xml,7ff82d821e5197369dc99c002627c99c480eab88d344169866034cd304f6aed4
DCP-LETT-489,Darwin,C. R.,Wedgwood,Emma,1839-01-20,[20 Jan 1839],Athenaeum Club,,DAR 210.8: 12,,,DCP-LETT-489.xml,safe_within_period,from_darwin,1839-01-20,1839-01-20,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-489.xml,161cd9e76a5b41e451d70f20c2013de395700e553ca86d43fe0cba953893e802
DCP-LETT-490,Wedgwood,Emma,Darwin,C. R.,1839-01-20,[20–1 Jan 1839],Maer,,DAR 204: 161,,,DCP-LETT-490.xml,safe_within_period,to_darwin,1839-01-20,1839-01-21,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-490.xml,e51f78d5530a9e0b1a0bf5c78c577f447a8506de79c13e35519f0a426ed9f0b7
DCP-LETT-491,Darwin,C. R.,Prince,E. C.,1839-01-21,21 Jan [1839],"London, Upper Gower St, 12",,Archives of the New York Botanical Garden (Charles Finney Cox Collection),,,DCP-LETT-491.xml,safe_within_period,from_darwin,1839-01-21,1839-01-21,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-491.xml,b2877d95c16096de2330759c4e07134671327dd3d80cd5afb9ba49b7026eb75a
DCP-LETT-492,Wedgwood,Emma,Darwin,C. R.,1839-01-23,[23 Jan 1839],Maer,,DAR 204: 162,,,DCP-LETT-492.xml,safe_within_period,to_darwin,1839-01-23,1839-01-23,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-492.xml,62273fc89379d282697e4d42f7d8cef04c458e92ea29d93085cb14a9a7161064
DCP-LETT-493,Darwin,C. R.,Wedgwood,Emma,1839-01-26,[26 Jan 1839],Shrewsbury,,DAR 210.8: 13,,,DCP-LETT-493.xml,safe_within_period,from_darwin,1839-01-26,1839-01-26,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-493.xml,fd6f87d01cb66f025c30bfaa7308cb02fd5f3c30d76b990292be116a8d30b3fa
DCP-LETT-494,Blackwell,T. E.,Darwin,C. R.,1839-01-26,26 Jan 1839,Hungerford,,Geological Society of London (GSL/L/R/4/121),,,DCP-LETT-494.xml,safe_within_period,to_darwin,1839-01-26,1839-01-26,single_xml_day,False,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-494.xml,44c8f7988acbbff17a3186ccabc48699f1d5e9d5f2aeb5b3368728f36bc07862
DCP-LETT-470,Darwin,C. R.,Babbage,Charles,1839-02-01,[Feb 1839 – Aug 1842],"London, Upper Gower St, 12",,The British Library (Add MS 37191: 298),,,DCP-LETT-470.xml,safe_within_period,from_darwin,1839-02-01,1842-08-31,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-470.xml,a59dc2a909895761bdc6da3060362c3bb0fe3333155721cceac2bf3417b27c37
DCP-LETT-471,Wedgwood,Emma,Darwin,C. R.,1839-02-01,[c. Feb 1839],unstated,,DAR 210.8: 14,,,DCP-LETT-471.xml,safe_within_period,to_darwin,1839-02-01,1839-02-28,bounded_range,True,data/raw/epsilon/ab0d973bae05b54d68d82d068211015996cfec06/expansions/1837-1843/letters/DCP-LETT-471.xml,9c344bf8bc9990a24326b0d3b51ae11dd72ded6a046614525106821100e06a69
